description,name,price
"Je 0,75-l-FlascheHerkunft: RheinhessenGeschmack: Trocken","
                        Kitzer 3 Brüder Silvaner Sauvigon Blanc QbA 2020 0,75 l
                    ","
				€ 4,79
			"
"Je 0,75-l-Flasche","
                        MARQUIS DE BEAUCEL Crémant d’Alsace AC 0,75 l
                    ","
				€ 6,99
			"
"Je 0,75-l-FlascheRindfleisch oder Pasta16 – 18 °C95 Punkte im Luca Maroni TastingGold 25. Berliner Wein TrophyUnder the Patronage of the OIV","
                        Fuga Primitivo Puglia IGP 0,75 l
                    ","
				€ 4,99
			"
"Je 1-l-FlascheGeschmacksrichtung: SüßAromatisiertes, weinhaltiges Getränk","
                        Glühwein 1l 
                    ","
				€ 0,99
			"
"Je 0,75-l-FlascheRebsorte: Grüner VeltlinerGeschmacksrichtung: TrockenHerkunft: Niederösterreich, ÖsterreichQualitätswein aus NiederösterreichGrüner Veltliner mit einem intensiven Fruchtspiel, eleganter Mineralität und saftiger TexturAus dem Traditionshaus Baumgartner","
                        2020 Grüner Veltliner Reserve 0,75 l
                    ","
				€ 3,99
			"
"Je 1,25-l-FlascheErfrischungsgetränkVersch. Sorten:
	Die Fanta zuckerfrei Probierwochen: 2 € Cashback auf 6 x 1,25 l Fanta zuckerfrei Packs!","
                        Fanta® Zero 1,25 l
                    ","
				€ 1,19
			"
"Je 1,5-Liter","
                        Volvic Naturelle 1,5 l
                    ","
				€ 0,89
			"
"Je 0,75-l-FlascheAusbau im EichenfassRundes und elegantes GeschmackserlebnisGILBERT & GAILLARD International Challenge 2021: GOLD: ","
                        HOPE 2021 Chardonnay 0,75 l
                    ","
				€ 4,99
			"
"Je 0,7-l-Flasche40 % vol.","
                        Jagertee 0,7 l
                    ","
				€ 7,99
			"
"Je 0,75-l-Flasche89 Punkte im falstaff Tasting 2021","
                        LAURENT DUBLANC 2021 Côtes du Rhône blanc AOP 0,75 l
                    ","
				€ 3,99
			"
"Je 0,5-l-Dose","
                        Hachenburger Pils Büx 0,5 l
                    ","
				€ 0,99
			"
"Je 0,7-l-Flasche30,2 % vol.","
                        FLIMM Kabänes Halbbitter 0,7 l
                    ","
				€ 7,99
			"
"Je 0,75-l-FlascheMit Waldbeerengeschmack","
                        Lil Rose Wild Berry 0,75 l
                    ","
				€ 1,29
			"
"Je 0,75-l-FlascheMoselAsia-Gerichte, Geflügel, Fisch8 – 10 °C","
                        Wiltinger Scharzberg Riesling 0,75 l
                    ","
				€ 3,99
			"
"Je 100-g-PackungGOURMET FINEST CUISINE: Unsere Marke für festliche Köstlichkeiten und besondere Spezialitäten in herausragender Qualität. Unser Saison-Genuss, ab sofort wieder in deiner Filiale","
                        GOURMET FINEST CUISINE Sweet Moments 100 g
                    ","
				€ 1,79
			"
"Je 250-g-GlasGOURMET FINEST CUISINE: Unsere Marke für festliche Köstlichkeiten und besondere Spezialitäten in herausragender Qualität. Unser Saison-Genuss, ab sofort wieder in deiner FilialeVersch. Sorten:
	","
                        GOURMET FINEST CUISINE Fruchtaufstrich 75 % 250 g
                    ","
				€ 0,99
			"
"Je 120-g-PackungGOURMET FINEST CUISINE: Unsere Marke für festliche Köstlichkeiten und besondere Spezialitäten in herausragender Qualität. Unser Saison-Genuss, ab sofort wieder in deiner Filiale","
                        GOURMET FINEST CUISINE Sweet Moments 120 g
                    ","
				€ 1,79
			"
"Je 400-g-PackungVersch. Sorten:
	","
                        GOURMET Ciabatta 400 g
                    ","
				€ 1,79
			"
Je 144-g-Packung,"
                        GOURMET FINEST CUISINE Macarons 144 g
                    ","
				€ 3,49
			"
"Je 200-g-PackungGUT BIO: Bio-Vielfalt, die ständig wächst: Unsere Marke für beste Bio-Qualität aus kontrolliert ökologischer Erzeugung. Mit über 450 Bio-Produkten im Jahr, Tendenz steigendVersch. Sorten:
	","
                        GUT BIO Bio-Knusperknäcke-Scheiben 200 g
                    ","
				€ 1,89
			"
"Je 500-g-PackungVersch. Sorten:
	","
                        GUT BIO Bio-Müsli Klassik 500 g
                    ","
				€ 2,69
			"
"Je 500-g-PackungVersch. Sorten:
	","
                        GUT BIO Bio-Knusper-Müsli 500 g
                    ","
				€ 2,69
			"
"Je 750-g-PackungVersch. Sorten: 
	","
                        GUT bio Steinofenbrot 750 g
                    ","
				€ 1,79
			"
"Je 500-g-PackungVersch. Sorten:
	","
                        GUT BIO Bio-Brot 500 g
                    ","
				€ 1,79
			"
"100% ZuckerrübeIdeal als Brotaufstrich, zum Backen und Kochen450-g-Becher","
                        Grafschafter Goldsaft 450 g
                    ","
				€ 1,49
			"
Unvergleichlicher Geschmack von Haselnüssen und KakaoBesonders cremig für intensiven GenussNur mit sorgfältig ausgewählten Zutaten750-g-Glas,"
                        Nutella 750 g
                    ","
				€ 3,99
			"
"Je 450-g-PackungNeun Weizenbrötchen zum AufbackenZutaten: Weizenmehl, Hefe, WasserLactosefreiVeganBackzeit: 12 bis 15 Minuten","
                        Coppenrath & Wiese Unsere Goldstücke 450 g
                    ","
				€ 1,49
			"
Je 450-g-GlasUnvergleichlicher Geschmack von Haselnüssen und KakaoBesonders cremig für intensiven GenussNur mit sorgfältig ausgewählten Zutaten,"
                        FERRERO Nutella 450 g
                    ","
				€ 2,99
			"
"Je 750-g-PackungVersch. Sorten:
	","
                        GOLDEN TOAST Sandwich 750 g
                    ","
				€ 1,89
			"
Je 500-g-Packung,"
                        Golden Toast 500 g
                    ","
				€ 1,39
			"
Je 200-ml-TubeRezeptur ohne Mikroplastik²VeganWaschgel reinigt die Haut sanft und verleiht ein frisches und sauberes HautgefühlWaschpeeling entfernt abgestorbene Hautschüppchen und überschüssiges HautfettLACURA: Bestes für jeden Hauttyp. Wertvolle Inhaltsstoffe liefern intensive Feuchtigkeit und Schutz vor Umwelteinflüssen für einen strahlenden Teint,"
                        LACURA Gesichtsreinigung 200 ml
                    ","
				€ 1,25
			"
"Je 50-ml-PackungLACURA: Bestes für jeden Hauttyp. Wertvolle Inhaltsstoffe liefern intensive Feuchtigkeit und Schutz vor Umwelteinflüssen für einen strahlenden TeintNachtcreme:
	Tagescreme:
	","
                        LACURA Anti-Aging-Gesichtscreme 50 ml
                    ","
				€ 1,95
			"
"Je 100-ml-FlascheRezeptur ohne Mikroplastik²VeganLACURA: Bestes für jeden Hauttyp. Wertvolle Inhaltsstoffe liefern intensive Feuchtigkeit und Schutz vor Umwelteinflüssen für einen strahlenden TeintVersch. Sorten:
	","
                        LACURA Gesichtsreinigung 100 ml
                    ","
				€ 0,95
			"
"Je 500-ml-FlascheLACURA: Bestes für jeden Hauttyp. Wertvolle Inhaltsstoffe liefern intensive Feuchtigkeit und Schutz vor Umwelteinflüssen für einen strahlenden TeintVersch. Sorten:
	","
                        LACURA Körpermilch oder -lotion 500 ml
                    ","
				€ 0,95
			"
"Je 15-ml-SpenderFür alle HauttypenVersch. Sorten
	","
                        LACURA Augenpflege 15 ml
                    ","
				€ 2,25
			"
"Je PackungEntfernt auch wasserfestes Make-upOhne AlkoholVersch. Sorten:
	","
                        LACURA Reinigungstücher, 25 Stück
                    ","
				€ 0,95
			"
"Dein Corona-Selbsttest für zu Hause.Im Kassenbereich erhältlich.Nasenabstrich-Test für den vorderen Nasenbereich.Zum Nachweis von SARS-CoV-2.Testergebnis in wenigen Minuten.Sehr hohe Sensitivität (Erkennungsrate).Sehr große Spezifität (Prozentsatz, zu dem nicht infizierte Personen als gesund erkannt werden).","
                        Hotgen Corona SARS-CoV-2 Antigen Test 1er-Pack
                    ","
				€ 1,75
			"
Je StückPartikelfiltrierende HalbmaskeAls persönliche Schutzausrüstung (PSA) gemäß PSA-Verordnung (EU) 2016/425 geeignetGeprüft nach EN149:2001+A1:2009Eingenähter Nasenbügel,"
                        Atemschutzmaske FFP2 NR
                    ","
				€ 0,45
			"
"Mit hautverwandtem EuceritFür jeden Hauttypen, jedes Alter und jede GelegenheitCremige Textur und einzigartiger, charakteristischer Duft250-ml-Dose","
                        Nivea Creme 250ml
                    ","
				€ 2,95
			"
Verschiedene Sorten:Umfangreicher Schutz gegen Zahn- und Zahnfleischprobleme600-ml-Flasche,"
                        Listerine Mundspülung 600ml
                    ","
				€ 4,45
			"
"Je 250-ml-FlascheVersch. Sorten:
	","
                        NIVEA Pflegedusche 250 ml
                    ","
				€ 1,55
			"
"Je 400-ml-Flasche48-h-FeuchtigkeitspflegeSorgt für geschmeidige und natürlich schöne HautVerschiedene Sorten:
	","
                        Nivea Body Express Feuchtigkeitslotion/Reichhaltige Milk 400 ml
                    ","
				€ 3,95
			"
"Je 3er-SetVersch. Designs und Größen:
	Kein Medizinprodukt, keine persönliche Schutzausrüstung100 % BaumwolleWiederverwendbar2 Lagen mit 3D-Optik","
                        Textile Mund-Nasen-Masken 3er-Set
                    ","
				€ 3,99
			"
"Je 5er-SetVersch. Farben:
	Kein Medizinprodukt, keine persönliche SchutzausrüstungMit Stoffschlaufe oder Gummiband65 % Polyester, 35 % BaumwolleEinheitsgrößeDoppellagig, Möglichkeit der Platzierung eines Filters","
                        Textile Mund-Nasen-Masken 5er-Set
                    ","
				€ 4,99
			"
"Je 2er-SetVersch. Sets und Farben:
	Kein Medizinprodukt, keine persönliche SchutzausrüstungAus Scuba Material95 % Polyester, 5 % ElasthanHoher TragekomfortMit ausgestanzten Ohrschlaufen","
                        Textile Mund-Nasen-Masken 2er-Set
                    ","
				€ 2,99
			"
Mit Jojoba-Öl und Vitamin EBesondere Feuchtigkeitsformel für belebende FrischeZieht schnell einMacht die Haut weich und geschmeidig200-ml-Dose,"
                        Nivea Soft Erfrischende Feuchtigkeitscreme 200ml
                    ","
				€ 2,95
			"
"Je 400-ml-PackungVersch. Sorten:
	","
                        Schauma Shampoo 400 ml
                    ","
				€ 1,95
			"
Je 190-g-GlasFür die Kleinsten und exklusiv bei ALDI SÜD:,"
                        MAMIA BIO Bio-Abend-Grießbrei 190 g
                    ","
				€ 0,75
			"
Je 190-g-Glas,"
                        MAMIA BIO Bio Apfel-Banane 190 g
                    ","
				€ 0,65
			"
Je 190-g-Glas,"
                        MAMIA BIO Bio Apfel pur 190 g
                    ","
				€ 0,65
			"
Je 125-g-PackungAuf die speziellen Bedürfnisse von Kleinkindern abgestimmtIdealer Snack für zwischendurchZutaten aus kontrolliert biologischer LandwirtschaftAb 1 Jahr,"
                        MAMIA BIO Bio-Baby-Keks 125 g
                    ","
				€ 0,95
			"
Je 42er-Packung,"
                        MAMIA Windeln Gr. 4, 42er-Packung
                    ","
				€ 5,25
			"
Je 42er-Packung,"
                        MAMIA Windeln Gr. 2 (mini), 42er-Packung
                    ","
				€ 4,25
			"
"Je 30-g-PackungAb 8. MonatFür die Kleinsten und exklusiv bei ALDI SÜD: MAMIA BIO, die Babynahrung in kontrollierter Bio-Qualität. Für eine ausgewogene Ernährung deines Kindes. Mit besten natürlichen Zutaten und in altersgerechter VielfaltVersch. Sorten:
	","
                        MAMIA BIO Bio-Reiswaffeln 30 g
                    ","
				€ 0,55
			"
Je 190-g-GlasFür die Kleinsten und exklusiv bei ALDI SÜD:,"
                        MAMIA BIO Bio-Karotte pur 190 g
                    ","
				€ 0,59
			"
Je 190-g-Glas,"
                        MAMIA BIO Bio-Pastinake pur 190 g
                    ","
				€ 0,59
			"
"Je 0,33-l-FlascheAb 1 Jahr","
                        MAMIA BIO Bio-Rote Früchte mit stillem Mineralwasser 0,33 l
                    ","
				€ 0,65
			"
Je 190-g-Glas,"
                        MAMIA BIO Bio-Porridge Erdbeere-Banane 190 g 
                    ","
				€ 0,85
			"
Je 250-g-Packung ,"
                        MAMIA BIO Bio-Getreidebrei 7-Korn 250 g
                    ","
				€ 0,99
			"
Je 36er-Packung,"
                        MAMIA Windeln Gr. 5, 36er-Packung
                    ","
				€ 5,25
			"
Je 46er-Packung,"
                        MAMIA Windeln Gr. 3, 46er-Packung
                    ","
				€ 5,25
			"
Je 50-g-Packung,"
                        MAMIA BIO Bio-Maisstangen 50 g
                    ","
				€ 0,69
			"
Je 32er-Packung,"
                        MAMIA Windeln Gr. 6, 32er-Packung
                    ","
				€ 5,25
			"
Je 30-g-Packung,"
                        MAMIA BIO Bio-Knusper Snack 30 g
                    ","
				€ 0,65
			"
"Je 150-g-HaseOSTERPHANTASIE: Unsere Marke für süße Leckereien zur Osterzeit. Festliche Vielfalt mit hochwertigen Zutaten: ein Genuss für Groß und KleinVersch. Sorten:
	","
                        OSTERPHANTASIE Medaillon-Sitzhase 150 g
                    ","
				€ 1,49
			"
"Je 200-g-PackungVersch. Sorten:
	","
                        NESCAFE Gold 200 g
                    ","
				€ 9,99
			"
"Je 65-g-PackungGUT BIO: Bio-Vielfalt, die ständig wächst: Unsere Marke für beste Bio-Qualität aus kontrolliert ökologischer Erzeugung. Mit über 450 Bio-Produkten im Jahr, Tendenz steigend","
                        GUT BIO Bio-Gewürzspezialitäten 65 g
                    ","
				€ 2,59
			"
"Je 60-g-PackungGUT BIO: Bio-Vielfalt, die ständig wächst: Unsere Marke für beste Bio-Qualität aus kontrolliert ökologischer Erzeugung. Mit über 450 Bio-Produkten im Jahr, Tendenz steigend","
                        GUT BIO Bio-Gewürzspezialität Zimt 60 g
                    ","
				€ 2,59
			"
"Je 50-g-PackungGUT BIO: Bio-Vielfalt, die ständig wächst: Unsere Marke für beste Bio-Qualität aus kontrolliert ökologischer Erzeugung. Mit über 450 Bio-Produkten im Jahr, Tendenz steigend","
                        GUT BIO Bio-Gewürzspezialität Ingwer gemahlen 50 g
                    ","
				€ 2,59
			"
"Je 200-g-PackungVersch. Sorten:
	","
                        GUT BIO Vitalgebäck 200 g
                    ","
				€ 1,99
			"
"Je 500-g-PackungVersch. Sorten:
	","
                        GUT bio Bio-Teigwaren 500 g
                    ","
				€ 2,19
			"
Je 1-kg-Packung,"
                        MEHL VON DAHEIM Weizenmehl 1 kg
                    ","
				€ 0,59
			"
"Je 300-g-PackungVersch. Sorten:
	","
                        GUT BIO Bio Obst-Sortiment 300 g
                    ","
				€ 2,19
			"
"Je 320-g-PackungJe 2 BurgerVersch. Sorten:
	","
                        Burger 320 g
                    ","
				€ 1,99
			"
Je 250-g-PackungFeiner PuderzuckerZum Backen und Dekorieren,"
                        DIAMANT Puderzucker 250 g
                    ","
				€ 0,29
			"
"Feiner HaushaltszuckerZum Süßen, Kochen und Backen1.000-g-Packung","
                        Diamant Raffinade Zucker Feine Körnung 1000g
                    ","
				€ 0,79
			"
"Je 1-kg-PackungGOURMET FINEST CUISINE: Unsere Marke für festliche Köstlichkeiten und besondere Spezialitäten in herausragender Qualität. Unser Saison-Genuss, ab sofort wieder in deiner Filiale","
                        GOURMET FINEST CUISINE Langkorn- & Wildreis 1 kg
                    ","
				€ 2,79
			"
Je 850-ml-Dose,"
                        Filder-Sauerkraut 850 ml
                    ","
				€ 1,29
			"
Je 2 x 125 g = 250-g-Packung,"
                        BERNBACHER Suppennudeln 250 g
                    ","
				€ 1,39
			"
